firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,current_employee,years_in_company
Deloitte,2021-05-16, Anonymous Employee,"Current Employee, more than 1 year","India, TX",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Good place to work,Good Management to work with,Low Pay given to employees,1,1
Deloitte,2021-05-16, Consultant,"Current Employee, more than 1 year",Ciudad de Mexico,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Good,Good culture and exposure to plenty of industries and digital projects,Extended working hours based in the project context,1,1
Deloitte,2021-05-16, Consultant,"Former Employee, more than 1 year",Hyderābād,4,2.0,4.0,5.0,5.0,4.0,3.0,1,1,1,Work environment is bit hectic but culture is good,"Good learning
Salary increment compared to other service based companies",Hectic work culture in most of the projects,0,1
Deloitte,2021-05-16, Consultant,"Current Employee, more than 3 years",Bangalore,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,"Good place to work, if you get a good projecct","1) Good work culture
2) Good hikes","1)comparing to other companies there is no cons to outline 
2) But it all depends on your project and leaders",1,3
Deloitte,2021-05-16, Consultant,"Current Employee, more than 1 year",Mumbai,4,2.0,4.0,3.0,5.0,3.0,3.0,1,1,1,Stepping stone,"Supportive seniors, lots of learning",No work life balance at all,1,1
Deloitte,2021-05-16, Human Capital Manager GPS,"Current Employee, more than 5 years","Washington, DC",4,3.0,5.0,5.0,4.0,4.0,4.0,1,1,1,Manager Review,"Interesting projects, great people, flexibility in career path",Lack of transparency in performance reviews and pay,1,5
Deloitte,2021-05-16, Human Capital Manager GPS,"Current Employee, more than 5 years","Washington, DC",4,3.0,5.0,5.0,4.0,4.0,4.0,1,1,1,Manager Review,"Interesting projects, great people, flexibility in career path",Lack of transparency in performance reviews and pay,1,5
Deloitte,2021-05-16, Manager,"Former Employee, more than 3 years",Ahmedabad,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,None to share regarding as of now,Over all it is good compyto work,Not so ku ch of the things to share here,0,3
Deloitte,2021-05-16, Resource Manager,"Current Employee, more than 3 years","London, England, England",5,5.0,5.0,4.0,5.0,3.0,5.0,1,1,1,Great place to work,Flexibility and work life balance,Salary is lower than other organizations,1,3
Deloitte,2021-05-16, Senior Analyst,"Current Employee, more than 3 years",Hyderābād,4,5.0,5.0,5.0,4.0,4.0,5.0,1,1,1,Work-life balance lies with you,"Great place to work at 
Shared work ethics and values",Market adjustment is rarely done,1,3
Deloitte,2021-05-16, Senior Consultant,"Current Employee, more than 5 years","London, England, England",3,3.0,4.0,3.0,3.0,3.0,3.0,1,3,1,Considerate colleagues,opportunity to gain diverse experience,Some senior positions need to be rotated as they become too distant from juniors personal needs,1,5
Deloitte,2021-05-16, Senior Tax Accountant,"Current Employee, more than 3 years","Denver, CO",4,1.0,4.0,3.0,5.0,1.0,4.0,3,1,3,very difficult,work culture is good for the most part,pay and hours are awful,1,3
Deloitte,2021-05-16, Solution Delivery Advisor,"Current Employee, more than 3 years",Hyderābād,4,5.0,5.0,5.0,4.0,4.0,4.0,1,1,1,Employee Friendly,Deloitte is very much employee friendly. You can choose to work from anywhere you want with good yearly hike.,Nothing as of now. All as per expectations.,1,3
Deloitte,2021-05-17, AM2,"Current Employee, more than 3 years","London, England, England",3,1.0,4.0,4.0,4.0,2.0,4.0,1,2,1,"Good, but work you like a dog","Good camaraderie, decent people, good name",Hours to pay ratio not good enough,1,3
Deloitte,2021-05-17, Advisory Consultant,"Current Employee, more than 1 year","Dallas, TX",4,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Working hours,Good work life balance for employees,Some weeks can run long with many tasks,1,1
Deloitte,2021-05-17, Anonymous Employee,"Former Employee, more than 5 years",New Delhi,3,1.0,1.0,3.0,4.0,4.0,1.0,3,1,2,Fiercely competitive & political work environment with little work life balance,"Lot to learn, good opportunities of working in niche areas, good pay","Too political, fierce competition amongst employees, Little work-life balance",0,5
Deloitte,2021-05-17, Anonymous Employee,"Former Employee, more than 3 years",Bangalore,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Super,"All good
Excellent
Fantastic work environment
Friendly environment
Joyful work culture","Compensation
Transport facility was not there
Better hikes
Performance management 
Career growth",0,3
Deloitte,2021-05-17," Assistant Manager, Statutory Audit","Former Employee, less than 1 year","Fredericksburg, TX",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Excellent,"Work culture, Team work, Leadership",Strict Timings and alot of traveling,0,1
Deloitte,2021-05-17, Associate Director,"Current Employee, less than 1 year","London, England, England",4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,The nicest of the B4,"Same perks as the other B4
Promotions are quicker","Long working hours, specially now at home",1,1
Deloitte,2021-05-17, Audit Associate,"Current Employee, more than 3 years","Dublin, Dublin",3,2.0,4.0,5.0,4.0,3.0,4.0,1,1,1,Great Job and Opportunites,Global exposure and ease of mobility,Long working hours though out the year,1,3
Deloitte,2021-05-17, Business Analyst,"Current Employee, more than 3 years",New Delhi,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Review,Work Life balance in the company is good,Less onsite exposure is not upto the mark,1,3
Deloitte,2021-05-17, Business Technology Analyst,"Current Employee, more than 1 year","Seattle, WA",4,3.0,5.0,5.0,4.0,4.0,4.0,1,1,1,Good Team,Good team to work with,it is challenging in terms of work-life balance,1,1
Deloitte,2021-05-17, Consultant,"Former Employee, more than 1 year",Lisbon,3,3.0,3.0,1.0,3.0,3.0,2.0,3,2,2,Not all it's made out to be,"- Variety of work
- Interesting people who do a good job
- Lots of employee incentives e.g. Team building activities, vouchers for good performance","- Experienced hires not appreciated, given work way below their previous experience
- Lots of people and resources means very limited responsibility
- Very hierarchical despite advertising itself as a ""flat hierarchy""
- People are very career focused so can sometimes feel like they miss the human aspect of work and only interact with you if it will benefit their promotion case or they need something from you",0,1
Deloitte,2021-05-17, Consultant,"Former Employee, more than 3 years","Arlington, VA",3,2.0,2.0,1.0,3.0,3.0,2.0,3,1,1,Experiences,"Great workspaces, Opportunities (Depending), Networking, Travel Perks, Remote","Extremely difficult for diverse hires to navigate (Commercial Practice)
Everyone is not presented same opportunities for projects
Benefits",0,3
Deloitte,2021-05-17, Consultant ,"Current Employee, more than 1 year",Amsterdam,4,5.0,4.0,3.0,4.0,3.0,4.0,1,1,1,Nice job for starters,"- smart colleagues
- good work-life balance
- fast learning curve","- salary
- not having influence over what projects you get put to",1,1
Deloitte,2021-05-17, Cybersecurity Analyst,"Former Employee, more than 1 year",New Delhi,4,3.0,4.0,5.0,5.0,5.0,4.0,1,2,1,Work culture isn't uniform across the company.,"Great learning opportunities.
Good relationships between different hierarchical levels.
A liberal and progressive work culture.","Dedication and diligence may go unappreciated or unrecognized.
Cooperation within teams differs across projects and can be really bad in some places.",0,1
Deloitte,2021-05-17, Deloitte Audit,"Current Employee, more than 5 years",Hong Kong,5,4.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Good company,people in Deloitte are nice,Bonus was low compared to others,1,5
Deloitte,2021-05-17, Senior Tax Consultant,"Current Employee, more than 1 year",Hyderābād,5,3.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Global employer services advisor,"Organized work, Tax compliance season, networking, Accounts receivable, Accounts payable","Heavy work load, in-depth Technical knowledge",1,1
Deloitte,2021-05-17, Software Quality Assurance Engineer and Testers,"Current Employee, more than 1 year","Chicago, IL",4,3.0,4.0,5.0,4.0,3.0,4.0,1,1,1,Love the work Culture at Deloitte,"Work culture, ethics, people are super nice",I think the salary less in market,1,1
Deloitte,2021-05-17, Tax Senior,"Former Employee, more than 8 years","Gurgaon, Haryana, Haryana",4,3.0,5.0,5.0,4.0,4.0,4.0,1,1,1,Great company to work with,"great work culture, benefits are best in the industry, wages are at par with the industry",work-life fit is difficult due to work pressure,0,8
Deloitte,2021-05-18, Assistant Manager,"Former Employee, more than 3 years",Mumbai,5,5.0,5.0,5.0,5.0,5.0,4.0,1,1,1,Work life balance,"Work life balance
Friendly work culture",Too much of last minute work is assigned,0,3
Deloitte,2021-05-18, Audit Associate,"Former Employee, less than 1 year","Southampton, England, England",3,1.0,3.0,4.0,4.0,3.0,2.0,3,2,2,Fair Company but Resistant & Slow to Change,"- Employee benefits (Pension, Maternity etc)

- Clear progression with a well oiled training pathway and fair study leave offerings.

- Efforts to instill company culture, with events etc. for new joiners and junior staff.","- Resistant to any change with a 'this is how it is done here' mentality.

- Hierarchical; little interface between junior and senior staff with a 20th century culture.

- Long working hours (expected) but dull and with no incentives to work effectively (the expectation of hours worked has little to do with actual output of individuals. Perceptions of commitment are time rather than task orientated).",0,1
Deloitte,2021-05-18, Consultant,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",5,5.0,5.0,5.0,4.0,4.0,3.0,1,1,1,Consultant,Great place to work in with work life balance and flexibility,Learning growth in projects in not too much and stagnant,1,3
Deloitte,2021-05-18, Consultant,"Current Employee, more than 3 years","Washington, DC",4,2.0,2.0,3.0,4.0,4.0,2.0,1,2,2,Career Pathing and development,"Deloitte's selling point for young hires starting a career is that there is a clear development path and steps to promotion if you fit into the mold of a consultant. Someone that can handle both the technical and functional aspects of the work while having excellent social skills. If you can succeed in that space the sky is the limit here, if your limit is to one day be a Deloitte partner, or make it to Manager before leaving for industry.","Culture is tough in consulting generally and Deloitte is no exception. Firstly the culture is hegemonic and there is a prevailing groupthink dynamic. However, there is no immediate harm in going your own way and being yourself, but the people who advance tend to ""drink the Kool-Aid"" and have a similar view for how work should be sold and delivered. Furthermore, burnout is part of the bottom line calculation, this industry can grind you down if you are not careful and if you don't developed a good internal network.",1,3
Deloitte,2021-05-18, Consultant,"Current Employee, more than 1 year",Bangalore,4,3.0,5.0,5.0,4.0,5.0,3.0,1,1,1,Review,Very good organization to work with in terms of employee wellbeing,A lot of micro management in teams,1,1
Deloitte,2021-05-18, Data Analytics Trainee,"Current Employee, more than 1 year",Amsterdam,5,5.0,5.0,5.0,5.0,4.0,5.0,1,2,1,Good learning opportunities,"- Diverse choice of teams
- Nice and relaxed working culture 
- Good learning opportunities",Can get unlucky with the projects that you get,1,1
Deloitte,2021-05-18, Deloitte Business Technology Analyst,"Former Employee, more than 3 years",Bena,5,2.0,5.0,5.0,5.0,5.0,4.0,1,1,1,Good Exposure and learning,Good Exposure and learning overall,Work Life balance missing mostly,0,3
Deloitte,2021-05-18, Intern,"Current Employee, less than 1 year",Bucharest,4,4.0,5.0,5.0,4.0,4.0,5.0,1,1,2,Great for students :),"- great team (it depends on the department, though)
- location","- salary
- the workload is not balanced (today - overtime, tomorrow - nothing)",1,1
Deloitte,2021-05-18, Manager,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,5.0,5.0,4.0,4.0,5.0,5.0,1,1,1,Perfect place to work,Work life balance is great. Loving working in Deloitte.,Have come across none as of now.,1,1
Deloitte,2021-05-18, PROJECT DELIVERY SENIOR ANALYST,"Current Employee, more than 1 year","Denver, CO",4,3.0,4.0,3.0,4.0,4.0,3.0,1,1,1,work experience,"Will be working on latest technology depending on the project.
Multiple Health Insurance options. 18 days PTO and 12 days holiday.","Work may be hectic depending on the project.
401k match 25% not competitive with others.
Utilization required is 95% that will not allow you to use all PTOs.",1,1
Deloitte,2021-05-18, Senior Associate,"Current Employee, more than 3 years","Arlington, VA",3,2.0,3.0,3.0,3.0,3.0,3.0,1,1,1,Place to learn,Good place to learn and implement new technology as poc,Work life balance is not good,1,3
Deloitte,2021-05-18, Senior Consultant,"Former Employee, more than 1 year","London, England, England",4,4.0,4.0,4.0,5.0,2.0,4.0,1,1,1,Lots of development opportunity,"Supportive culture, lots of interesting stuff to learn, cool projects to be a part of.",Dispersed teams sometimes make it hard to know where to go.,0,1
Deloitte,2021-05-18, Solution Specialist,"Current Employee, more than 3 years","Lake Mary, FL",3,2.0,2.0,4.0,4.0,1.0,1.0,3,3,3,Learn and Move on - Not a company to stick around for long,"Good exposure to industry via multiple clients
(limited) freedom to choose project of your interest
self driven career path","extremely low scope of salary increment even on promotions

huge discrimination within different Deloitte entities (delivery center model vs consulting vs project delivery)

benefits are a joke. medical/vision/dental - out of pocket payment/paycheck is very high.",1,3
